chunk_id,pmid,year,title,text_chunk
14328d51-365c-4dba-a610-1d0c7e9e2593,28602363,2017,"Epidemiology, Pathophysiology, and Prognosis of Heart Failure in Older Adults","Epidemiology, Pathophysiology, and Prognosis of Heart Failure in Older Adults. Heart failure is the quintessential cardiovascular syndrome of aging that results from common cardiovascular conditions in older adults in conjunction with age-associated changes in cardiovascular structure and function. To a large extent, heart failure is a geriatric syndrome in much the same way that dementia, falls, and frailty are geriatric syndromes. The incidence and prevalence of heart failure increase strikingly with age and make heart failure the most common reason for hospitalization among older adults. Although outcomes for older adults with heart failure have improved over time, mortality, hospitalization, and rehospitalization rates remain high."
a5808daf-46f5-4e75-910a-45122a06e960,31472888,2019,Hypertension and Heart Failure,"Hypertension and Heart Failure. Hypertensive heart disease represents a spectrum of illnesses from uncontrolled hypertension to heart failure. The authors discuss the natural history and pathogenesis of heart failure owing to hypertensive heart disease, reviewing the important role of left ventricular hypertrophy as the inciting process leading to diastolic dysfunction and heart failure with preserved ejection fraction. They describe the various mechanisms by which a subset of patients ultimately develops systolic heart failure. They discuss management strategies for hypertensive heart disease at all stages of the disease process. Treatment in the initial stages before onset of heart failure may result in regression of disease."
fcdf816d-0029-4aa1-a6ff-ad0bdda65a70,34563468,2021,Heart failure disease: An African perspective,"Heart failure disease: An African perspective. Heart failure remains a health challenge in Africa, associated with significant rates of hospitalization, morbidity and mortality. The current review aims to summarize the most recent data on the epidemiology, aetiology, risk factors and management of heart failure, comparing countries in North Africa and sub-Saharan Africa. There is a paucity of data on heart failure epidemiology, aetiology and management, and on the sociodemographic characteristics of African patients with heart failure. Heart failure prevalence has been evaluated among all medical admissions or admissions to cardiac units or emergency departments in a few hospital-based studies conducted in countries in North Africa and sub-Saharan Africa. Common causes of heart failure in Africa include ischaemic heart disease, hypertensive heart disease, dilated cardiomyopathy and valvular heart disease. The aetiology of heart failure differs between countries in North Africa and sub-Saharan Africa. Diagnosing heart failure proves challenging in Africa because of a lack of basic tools and the necessary human resources. The principal drugs used frequently for heart failure therapy are lacking in sub-Saharan Africa. The clinical profile of heart failure in sub-Saharan Africa differs from that in North African countries; this is related to aetiological factors, socioeconomic status and availability of diagnostic tools. There is an evident need to establish a large multicentre registry to evaluate the heart failure burden in almost all African countries, and to highlight the major cardiovascular risk factors and co-morbidities. The present review highlights the importance of this syndrome in Africa, and calls for improvements in its early diagnosis, treatment and, possibly, prevention."
77298ee5-b81f-47ae-ae3b-48b9b8971a16,29967232,2018,Anemia and Iron Deficiency in Heart Failure: Current Concepts and Emerging Therapies,"Anemia and Iron Deficiency in Heart Failure: Current Concepts and Emerging Therapies. Anemia and iron deficiency are important and common comorbidities that often coexist in patients with heart failure. Both conditions, together or independently, are associated with poor clinical status and worse outcomes. Whether anemia and iron deficiency are just markers of heart failure severity or whether they mediate heart failure progression and outcomes and therefore should be treated is not entirely clear. Treatment of anemia in patients with heart failure with erythropoiesis-stimulating agents has been evaluated intensively during the past several years. Unfortunately, these agents did not improve outcomes but were associated with a higher risk of adverse events. Iron deficiency in patients with heart failure can be absolute, when total body iron is decreased, or functional, when total body iron is normal or increased but is inadequate to meet the needs of target tissues because of sequestration in the storage pool. Whereas iron replacement is appropriate in patients with anemia resulting from absolute iron deficiency, it has been unclear whether and how absolute or functional iron deficiency should be treated in nonanemic patients with heart failure. Recently, small studies found that administration of intravenous iron in patients with heart failure and absolute or functional iron deficiency with or without anemia improves symptoms and exercise capacity, but long-term outcomes and safety data are not yet available. In this review, we discuss the causes and pathogenesis of and treatment options for anemia and iron deficiency in patients with heart failure."
2edc7ae0-52ac-4459-8672-bf61d96604ae,39572434,2024,"Atrial Fibrillation in Heart Failure: Novel Insights, Challenges, and Treatment Opportunities","Atrial Fibrillation in Heart Failure: Novel Insights, Challenges, and Treatment Opportunities. Purpose of review: Atrial fibrillation and heart failure frequently co-exist. This review discusses the comorbidity of atrial fibrillation and heart failure, the bi-directional link between them, and the recent advances in the management of these co-existing diseases. Recent findings: Catheter ablation received a class 1 A recommendation for patients with AF and HF, after overwhelming evidence in heart failure with reduced ejection fraction and end-stage heart failure, while clinical trials are still lacking in patients with preserved ejection. Guideline-medical therapy of heart failure decreases the incidence of atrial fibrillation and the progression of atrial myopathy. Based on the current evidence, management of patients with both HF and AF should be include early optimization of comorbidity control, guideline-medical therapy for heart failure, and rhythm control preferentially through catheter ablation in properly selected patients."
5538a31c-e1f1-4915-81ca-5c4c873ea9b5,41136067,2025,Worsening Heart Failure,"Worsening Heart Failure. Worsening heart failure is a common cause of morbidity and mortality among patients worldwide. It is important to recognize changes in a patient's clinical care to understand the risk to their cardiovascular health and overall well-being. Events that define worsening heart failure include hospital admission for heart failure, emergency department visit for heart failure, outpatient intravenous diuretic therapy, escalation of outpatient oral diuretic therapy, and worsening symptoms despite appropriate medical therapy. Optimization of heart failure guideline-directed medical therapy during a worsening heart failure episode has been shown to improve patient survival, reduce hospitalization, and improve patient-reported outcomes."
4a1f7fe4-932f-4ce3-b7a5-fa1bddef32e9,30709972,2019,Congestive Heart Failure in Children,"Congestive Heart Failure in Children. Congestive heart failure is a final common clinical pathway for several diseases in childhood, such as familial cardiomyopathy, viral myocarditis, inborn errors of metabolism, and autoimmune disorders. Early identification and treatment can reduce symptom severity and may affect outcomes. In this review, the clinical characteristics of pediatric heart failure are described, and the initial diagnostic evaluation is outlined. Evidence-based heart failure treatment strategies at various clinical stages are discussed in detail, including the management of acute decompensated heart failure."
9925b1a7-e05b-40ca-971a-69bdd26f1586,26489162,2015,Heart Failure,"Heart Failure. Heart failure is a major public health concern. It is the most common reason for hospitalization. It commonly affects older population and given the increasing life expectancy coupled with improved management of chronic medical conditions, the number of patients with heart failure is expected to increase. Heart failure has been recently categorized into heart failure with reduced and preserved ejection fraction. Despite differences in the two types, mortality remains high and similar in both conditions. Over the past few decades, numerous medical and device based therapies have been developed for the management of heart failure. These therapies have improved outcomes for the patients both in terms of morbidity and mortality. The objective of this review is to provide an overview of management of heart failure, specifically heart failure with reduced ejection fraction. It is of paramount importance for all health care providers to be aware of therapies for management of heart failure. We will also briefly discuss the role of mechanical circulatory support as an emerging new therapy for patients with advanced heart failure."
8fa0afa5-2c11-46b6-a171-afe1fbe70529,32671751,2020,Autophagy and Heart Failure,"Autophagy and Heart Failure. Pressure overload can lead to cardiac hypertrophy and heart failure. Autophagic activity could be detected in heart failure patients and animal models. However, the role of autophagy in heart failure is not clear. In this chapter, we will outline the role of macroautophagy and mitophagy in heart failure and the mechanisms underlying regulation."
525b6b08-aacb-44b4-9a1e-8fc3aa6e0e3b,36424027,2023,Heart Failure in Rheumatic Disease: Secular Trends and Novel Insights,"Heart Failure in Rheumatic Disease: Secular Trends and Novel Insights. There is a significant increase in risk of heart failure in several rheumatic diseases. Common cardiovascular risk factors and inflammatory processes, present in both rheumatic diseases and heart failure, are contributing to this increase. The opportunities for using immune-based strategies to fight development of heart failure in rheumatic diseases are evolving. The diversity of inflammation calls for a tailored characterization of inflammation, enabling differentiation of inflammation and subsequent introduction of precision medicine using target-specific strategies and immunomodulatory therapy. As the field of rheuma-cardiology is still evolving, clear recommendations cannot be given yet."
a8f61ec6-3ff2-4b74-a37f-2307d861e7bb,32622497,2020,Heart Failure in Adult Congenital Heart Disease,"Heart Failure in Adult Congenital Heart Disease. As the population of adult congenital heart disease patients ages and grows, so too does the burden of heart failure in this population. Despite the advances in medical and surgical therapies over the last decades, heart failure in adult congenital heart disease remains a formidable complication with high morbidity and mortality. This review focuses on the challenges in determining the true burden and management of heart failure in adult congenital heart disease. There is a particular focus on the need for developing a common language for classifying and reporting heart failure in adult congenital heart disease, the clinical presentation and prognostication of heart failure in adult congenital heart disease, the application of hemodynamic evaluation, and advanced heart failure treatment. A common case study of heart failure in adult congenital heart disease is utilized to illustrate these key concepts."
1c396069-e231-49aa-be35-1c0ece2b5533,29744014,2017,Heart Failure in Women,"Heart Failure in Women. Heart failure is an important cause of morbidity and mortality in women, and they tend to develop it at an older age compared to men. Heart failure with preserved ejection fraction is more common in women than in men and accounts for at least half the cases of heart failure in women. When comparing men and women who have heart failure and a low left ventricular ejection fraction, the women are more symptomatic and have a similarly poor outcome. Overall recommendations for guideline-directed medical therapies show no differences in treatment approaches between men and women. Overall, women are generally underrepresented in clinical trials for heart failure. Further studies are needed to shed light into different mechanisms, causes, and targeted therapies of heart failure in women."
ef139a75-a05f-492a-9846-b3f07eab99c2,33895194,2021,The importance of physical activity and cardiorespiratory fitness for patients with heart failure,"The importance of physical activity and cardiorespiratory fitness for patients with heart failure. The present review highlights current research on the importance of PA and fitness for patients with heart failure and recommendations with respect to heart failure phenotypes and special populations. Furthermore, the evidence for various exercise types and intensities/doses as an ""exercise prescription"", are discussed. The strong association between heart failure and traditional risk factors, physical inactivity and low fitness, underlines the importance of regular PA and exercise for prevention and treatment of heart failure. This is illustrated by cardiac stiffness which typically accelerates in middle-life and could be reversed by aerobic exercise. In patients with HFpEF, regular PA counteracts many of the changes observed, both metabolic and functional. Indeed, exercise-based cardiac rehabilitation has received a class 1A recommendation in current guidelines [1], in order to improve functional capacity, quality of life and lower the risk of rehospitalization. An individually tailored plan based on risk stratification, clinical assessment and cardiopulmonary exercise testing is encouraged before initiation of exercise training in patients with heart failure. In general, a combination of aerobic exercise and resistance training protocols is recommended (Table 1) [2], preferably throughout life. More studies are needed, regarding the role of PA and exercise in specific populations, such as frail patients with heart failure."
e312614c-2d9e-45af-9d89-d9c127364941,35229539,2022,Advanced heart failure: state of the art and future directions,"Advanced heart failure: state of the art and future directions. Advanced heart failure is a clinical challenge that requires a pathophysiological-based approach. As the field has been the subject of multiple reviews, the objective of this paper is not to duplicate these publications but rather to offer practical tips for the clinical cardiologist to enable the optimal management of patients with advanced heart failure. Advanced heart failure is defined as a clinical syndrome characterized by severe and persistent symptoms, most commonly with severe ventricular dysfunction, despite optimized medical therapy. This review covers the management of the advanced heart failure patient from pharmacologic therapy with disease-modifying drugs, to the use of electrical therapy devices, percutaneous valve repair and finally to the role of left ventricular assist devices and heart transplantation. The review also explores future directions in the management of advanced heart failure, including translational perspectives for the treatment of this syndrome."
74c3f008-6a4e-483a-a12f-efc180a05171,34924233,2022,Heart failure and its treatment from the perspective of sympathetic nerve activity,"Heart failure and its treatment from the perspective of sympathetic nerve activity. Heart failure is the end-stage phenotype of several cardiac diseases. The number of heart failure patients is increasing in accordance with an increase in the number of elderly people. The prognosis of heart failure is poor and its 5-year death rate is comparable to that of stage III cancer. It is important to understand the essential mechanism of the worsening prognosis of heart failure and to practice effective treatment from the perspective of improving the prognosis of heart failure based on its essential mechanism. Plasma noradrenaline level is a good predictor of the survival rate of heart failure patients, and sympathetic nerve activity is augmented in patients with heart failure as evidenced by a higher noradrenaline release rate (spillover) from the sympathetic nerve endings especially in the heart and kidney. Noradrenaline release is regulated by presynaptic receptors at the sympathetic nerve endings, and the kidney affects the sympathetic nerve activity. Although the short-term reflex augmentation of sympathetic nerve activity caused by reduced cardiac function may help to improve cardiac function, long-term augmentation of sympathetic nerve activity damages the heart and deteriorates the prognosis of heart failure. Currently, drugs such as angiotensin-converting enzyme inhibitors, angiotensin receptor blockers, β-blockers, mineralocorticoid antagonists, ivabradine, angiotensin receptor-neprilysin inhibitor, and sodium-glucose transport protein 2 inhibitors, are used for the treatment of heart failure, and had a good prognosis in large randomized, controlled clinical trials. Interestingly, the same characteristics in common of these drugs is the ability to optimize excessively augmented sympathetic nerve activity. This review discusses insights into essential mechanism of heart failure that determines the prognosis of heart failure, focusing on the interaction between sympathetic nerve activity and anti-heart failure drugs currently recommended by the 2021 guidelines of the Japanese Circulation Society and the Japanese Heart Failure Society for heart failure treatment."
29b88db9-203f-4f56-ba23-3632cb019c83,30704792,2020,"Aging, MicroRNAs, and Heart Failure","Aging, MicroRNAs, and Heart Failure. Aging is a major risk factor for heart failure, one of the leading causes of death in Western society. The mechanisms that underlie the different forms of heart failure have been elucidated only in part and the role of noncoding RNAs is still poorly characterized. Specifically, microRNAs (miRNAs), a class of small noncoding RNAs that can modulate gene expression at the posttranscriptional level in all cells, including myocardial and vascular cells, have been shown to play a role in heart failure with reduced ejection fraction. In contrast, miRNAs role in heart failure with preserved ejection fraction, the predominant form of heart failure in the elderly, is still unknown. In this review, we will focus on age-dependent miRNAs in heart failure and on some other conditions that are prevalent in the elderly and are frequently associated with heart failure with preserved ejection fraction."
a09c8d48-ace7-4b59-af74-2dceedcd16f2,31351550,2019,Surgical Approaches in Heart Failure,"Surgical Approaches in Heart Failure. Heart failure is a progressive condition that continues to increase in both incidence and prevalence despite pharmacologic treatment. The high rate of morbidity and mortality associated with advanced heart failure has led to exploration of additional treatments, which include surgical interventions to improve outcomes. Heart transplant remains the gold standard but, because of the persistent donor shortage and increasing number of patients with advanced heart failure, mechanical circulatory support is gaining acceptance and can be used as a bridge to heart transplant for those eligible or as destination therapy."
0d8e23c6-be2c-474a-a142-cab82364772f,24656106,2014,Heart failure and depression,"Heart failure and depression. Depression frequently accompanies heart failure and has been linked with increased morbidity and mortality. Patients with heart failure who have depression have more somatic symptoms, hospitalizations, increased financial burden, and poorer quality of life. Furthermore, depression has been shown to be an independent predictor of future cardiac events in patients with heart failure, regardless of disease severity, making it worthwhile to consider among other cardiac risk factors, such as diabetes and smoking. This article summarizes the trials assessing the treatment of depression in heart failure and provides an algorithm for approaching these patients."
03084929-ad9f-416e-b0b9-8af9130f1abd,33957143,2021,Treating heart failure in patients with diabetes: The view of the cardiologist,"Treating heart failure in patients with diabetes: The view of the cardiologist. Diabetes is a very important comorbidity in patients with heart failure. When both diseases coexist cardiovascular morbidity and mortality is greatly increased. Therefore, it is of clinical importance to treat both diseases as early as possible with an optimal therapy. Hitherto, heart failure therapy did not differ if a patient had concomitant diabetes. However, with SGLT-2 inhibitors having demonstrated to reduce hospitalization of heart failure independent of diabetes state and expected to be included into the ESC heart failure treatment guidelines in 2021 coexisting diabetes potentially will make a difference when to start therapy. In this article we provide an overview of current recommendations and also provide clinical considerations for the therapy of heart failure with concomitant diabetes."
7c9c393a-c69f-44d7-b9a6-7feb4fcbaa05,31472880,2019,The Evolution from Hypertension to Heart Failure,"The Evolution from Hypertension to Heart Failure. Hypertensive heart disease includes the development of diastolic dysfunction, left ventricular hypertrophy, and heart failure with preserved and reduced ejection fraction. The development of heart failure can occur because of complications of ischemic heart disease or from progression of diastolic dysfunction to heart failure with preserved ejection fraction degenerating to a dilated heart with systolic dysfunction or heart failure with reduced ejection fraction. Hypertension clinical trials have shown that the treatment of hypertension can prevent the development of heart failure. In addition, lifestyle modification with exercise and weight loss can improve diastolic function and reduce the risk for heart failure."
ba522670-de68-43b4-94eb-7043cba2bd20,10093769,1999,Heart failure,"Heart failure. Heart failure is predominantly a disorder of older adults, and to a large extent the epidemiology of heart failure reflects the convergence of age-related changes in the cardiovascular system and the rising prevalence of age-related cardiovascular diseases. The diagnosis of heart failure in the elderly is often difficult because of the presence of atypical symptomatology and comorbid conditions. Similarly, optimal treatment frequently poses a therapeutic challenge because of the high prevalence of confounding medical, behavioral, psychosocial, and economic factors. In addition, there is a paucity of data on the pharmacotherapy of heart failure in the very elderly (over age 80), and in the large proportion of older patients with heart failure and preserved left ventricular systolic function. Despite these difficulties, a number of therapeutic options, including ACE inhibitors, digoxin, and possibly beta blockers and angiotensin receptor antagonists, have been shown to favorably affect the clinical course of heart failure in elderly patients. In addition, several studies have documented the efficacy of multidisciplinary heart failure disease management programs for reducing hospital admission rates, improving quality of life, and decreasing cost of care. At present, the three greatest challenges in managing older heart failure patients are: (1) to more effectively implement proven treatments, such as ACE inhibitors, disease management systems, and antihypertensive therapy; (2) to develop effective therapies for the treatment of diastolic heart failure; and (3) to develop more effective means for heart failure prevention. It is hoped that future studies will address each of these critically important issues."
b42eb989-04cd-4b65-b074-a3be2d095e6f,27884228,2017,Heart Failure and Hypertension: Importance of Prevention,"Heart Failure and Hypertension: Importance of Prevention. This article discusses the role of hypertension in heart failure. Elevated blood pressure has the greatest population attributable risk for the development of heart failure. The mortality rates following the clinical recognition of heart failure is increased multifold. The treatment of hypertension with antihypertensive agents is particularly effective in preventing heart failure, which makes it the most effective therapy for heart failure."
7c582b97-84fb-4534-84c9-02b8f876eb8c,31472891,2019,Management of Acute Hypertensive Heart Failure,"Management of Acute Hypertensive Heart Failure. Heart failure presents a particularly difficult public health challenge. Of the heart failure presentations, acute hypertensive heart failure represents a distinct clinical phenotype and is characterized by sudden-onset systemic hypertension and pulmonary edema. The pathophysiology of acute hypertensive heart failure is primarily driven by an abnormal ventricular-vascular relationship, and the medical management is aimed at improving this relationship."
956f813b-805d-4785-9e93-ab274780a045,34503430,2022,Biomarkers in Acute Heart Failure Syndromes: An Update,"Biomarkers in Acute Heart Failure Syndromes: An Update. Heart failure is one of the leading healthcare problems in the world. Clinical data lacks sensitivity and specificity in the diagnosis of heart failure. Laboratory biomarkers are a non-invasive method of assessing suspected decompensated heart failure. Biomarkers such as natriuretic peptides have shown promising results in the management of heart failure. The literature does not provide comprehensive guidance in the utilization of biomarkers in the setting of acute heart failure syndrome. Many conditions that manifest with similar pathophysiology as acute heart failure syndrome may demonstrate positive biomarkers. The following is a review of biomarkers in heart failure, enlightening their role in diagnosis, prognosis and management of heart failure."
11a8bb7f-19ea-4b7c-af65-b2fb7a157562,28059840,2017,Management of heart failure in the elderly,"Management of heart failure in the elderly. Purpose of review: Heart failure is a major chronic illness with no definitive cure. With improving healthcare and with an aging population in many countries, heart failure has become a common disease of the elderly. Pharmacological management of heart failure in the elderly remains a challenge. The syndrome of heart failure cannot be isolated from other comorbidities, which are very common in this population. The purpose of this review is to assist practicing clinicians to more effectively make decisions about management of heart failure in the elderly. Recent findings: In this review, we will try to integrate recent research studies, recent guidelines, and new treatment modalities, and discuss some controversies. Summary: In general, the elderly patient with heart failure should be treated according to current heart failure guidelines; however, untailored heart failure management may cause untoward effects in this age group and may worsen clinical outcome."
9f14eeb2-43cd-440c-8739-4b918f4ec004,31735318,2020,The Cardiorenal Syndrome in Heart Failure,"The Cardiorenal Syndrome in Heart Failure. Abnormal fluid handling leads to physiologic abnormalities in multiple organ systems. Deranged hemodynamics, neurohormonal activation, excessive tubular sodium reabsorption, inflammation, oxidative stress, and nephrotoxic medications are important drivers of harmful cardiorenal interactions in patients with heart failure. Accurate quantitative measurement of fluid volume is vital to individualizing therapy for such patients. Blood volume analysis and pulmonary artery pressure monitoring seem the most reliable methods for assessing fluid volume and guiding decongestive therapies. Still the cornerstone of decongestive therapy, diuretics' effectiveness decreases with progression of heart failure. Extracorporeal ultrafiltration, an alternative to diuretics, has been shown to reduce heart-failure events."
c138a79b-73dd-444b-a166-6c6c42801efa,28863015,2017,Heart failure in persons living with HIV infection,"Heart failure in persons living with HIV infection. Purpose of review: To discuss presentation, pathophysiology, complications, and treatment of heart failure in persons living with HIV (PLWHIV) in the antiretroviral therapy (ART) era. Recent findings: Since the advent of effective ART and improved longevity, heart failure has become more chronic and insidious and is often characterized by preserved ejection fraction, diastolic dysfunction, and left ventricular (LV) hypertrophy. The mechanism underlying heart failure in the setting of HIV infection remains unknown. A high burden of coronary risk factors is often present in PLWHIV, and clinical manifestations of coronary disease appear at a younger age compared with uninfected persons. Heart failure is more common in the year following myocardial infarction in HIV-infected compared with uninfected patients. Epidemiological data suggest the incidence of atrial fibrillation in PLWHIV is increasing, likely due to advancing age and increasing rates of LV hypertrophy in this population. The treatment of heart failure in PLWHIV is extrapolated from treatment of uninfected patients, as clinical trials have not been done specifically in HIV. Summary: Symptoms of heart failure or echocardiographic evidence of cardiomyopathy increase the risk of death in PLWHIV. Additional studies are needed to ascertain if HIV-specific issues such as newer ART, chronic inflammation/immune activation, illicit drug use, and early initiation of ART are implicated in heart failure pathogenesis."
3b9667bd-38ce-4f18-a7d9-c430e7ca64b4,25464210,2015,Heart failure and cognitive dysfunction,"Heart failure and cognitive dysfunction. It has been estimated that 5.1million Americans suffer from heart failure. Cognitive impairment has been described as a consequence of heart failure in numerous studies spanning the last three decades. This systematic review helps differentiate ""cognitive impairment"" into mild cognitive impairment, dementia, and delirium. We evaluate the prevalence, pathophysiology, treatment modalities, and possible outcomes previously described with these associations in heart failure. This review also assesses the utility of the different screening modalities and their efficacy as they pertain to recognizing cognitive impairment."
